NUMBER_OF_SALES,NUMBER_OF_UNIQUE_PRODUCT,NUMBER_OF_SHOPS,STORE_LOCATION,PRODUCT_DETAIL,PRODUCT_CATEGORY,PRODUCT_TYPE,PURCHASE_DATE,DAY_NAME,MONTH_NAME,DAY_OF_MONTH,MONTH_ID,YEAR,HOUR_OF_DAY,AVG_REVENUE,TOTAL_REVENUE,NUMBER_OF_UNITS_SOLD,TRANSACTIONS,TIME_BUCKETS,DAY_CLASSIFICATION
2,1,1,Lower Manhattan,English Breakfast Rg,Tea,Brewed Black tea,2023-04-03,Mon,Apr,3,202304,2023,17,10,10.00,4,2,Evening,Weekday
1,1,1,Astoria,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,2023-04-03,Mon,Apr,3,202304,2023,18,3,3.10,1,1,Evening,Weekday
1,1,1,Lower Manhattan,Our Old Time Diner Blend Lg,Coffee,Drip coffee,2023-04-04,Tue,Apr,4,202304,2023,11,3,3.00,1,1,Morning,Weekday
1,1,1,Hell's Kitchen,Serenity Green Tea Rg,Tea,Brewed Green tea,2023-04-04,Tue,Apr,4,202304,2023,14,3,2.50,1,1,Afternoon,Weekday
2,1,1,Astoria,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,2023-04-04,Tue,Apr,4,202304,2023,15,10,10.20,4,2,Afternoon,Weekday
1,1,1,Hell's Kitchen,Earl Grey Rg,Tea,Brewed Black tea,2023-04-04,Tue,Apr,4,202304,2023,15,5,5.00,2,1,Afternoon,Weekday
1,1,1,Hell's Kitchen,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,2023-04-04,Tue,Apr,4,202304,2023,16,5,4.50,1,1,Evening,Weekday
1,1,1,Astoria,Peppermint Rg,Tea,Brewed herbal tea,2023-04-04,Tue,Apr,4,202304,2023,19,5,5.00,2,1,Evening,Weekday
2,1,1,Hell's Kitchen,Chocolate Croissant,Bakery,Pastry,2023-04-05,Wed,Apr,5,202304,2023,9,8,7.50,2,2,Morning,Weekday
2,1,1,Lower Manhattan,English Breakfast Lg,Tea,Brewed Black tea,2023-04-05,Wed,Apr,5,202304,2023,11,6,6.00,2,2,Morning,Weekday
1,1,1,Astoria,Cranberry Scone,Bakery,Scone,2023-04-05,Wed,Apr,5,202304,2023,13,3,3.25,1,1,Afternoon,Weekday
2,1,1,Lower Manhattan,English Breakfast Rg,Tea,Brewed Black tea,2023-04-05,Wed,Apr,5,202304,2023,15,5,5.00,2,2,Afternoon,Weekday
2,1,1,Astoria,Lemon Grass Rg,Tea,Brewed herbal tea,2023-04-05,Wed,Apr,5,202304,2023,16,5,5.00,2,2,Evening,Weekday
1,1,1,Lower Manhattan,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,2023-04-05,Wed,Apr,5,202304,2023,17,5,4.50,1,1,Evening,Weekday
2,1,1,Hell's Kitchen,Ethiopia Lg,Coffee,Gourmet brewed coffee,2023-04-05,Wed,Apr,5,202304,2023,17,11,10.50,3,2,Evening,Weekday
1,1,1,Hell's Kitchen,Peppermint Rg,Tea,Brewed herbal tea,2023-04-05,Wed,Apr,5,202304,2023,18,5,5.00,2,1,Evening,Weekday
1,1,1,Hell's Kitchen,Ginger Biscotti,Bakery,Biscotti,2023-04-06,Thu,Apr,6,202304,2023,8,4,3.50,1,1,Morning,Weekday
1,1,1,Hell's Kitchen,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,2023-04-06,Thu,Apr,6,202304,2023,9,5,4.75,1,1,Morning,Weekday
2,1,1,Hell's Kitchen,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,2023-04-06,Thu,Apr,6,202304,2023,9,9,9.30,3,2,Morning,Weekday
1,1,1,Lower Manhattan,Latte Rg,Coffee,Barista Espresso,2023-04-06,Thu,Apr,6,202304,2023,17,9,8.50,2,1,Evening,Weekday
1,1,1,Lower Manhattan,Earl Grey Lg,Tea,Brewed Black tea,2023-04-06,Thu,Apr,6,202304,2023,17,6,6.00,2,1,Evening,Weekday
2,1,1,Hell's Kitchen,English Breakfast Lg,Tea,Brewed Black tea,2023-04-06,Thu,Apr,6,202304,2023,18,9,9.00,3,2,Evening,Weekday
1,1,1,Astoria,Morning Sunrise Chai Lg,Tea,Brewed Chai tea,2023-04-06,Thu,Apr,6,202304,2023,19,4,4.00,1,1,Evening,Weekday
1,1,1,Lower Manhattan,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,2023-04-07,Fri,Apr,7,202304,2023,7,2,2.45,1,1,Morning,Weekday
1,1,1,Hell's Kitchen,Cappuccino,Coffee,Barista Espresso,2023-04-07,Fri,Apr,7,202304,2023,8,8,7.50,2,1,Morning,Weekday
1,1,1,Lower Manhattan,Hazelnut syrup,Flavours,Regular syrup,2023-04-07,Fri,Apr,7,202304,2023,9,1,0.80,1,1,Morning,Weekday
1,1,1,Hell's Kitchen,Serenity Green Tea Lg,Tea,Brewed Green tea,2023-04-07,Fri,Apr,7,202304,2023,14,6,6.00,2,1,Afternoon,Weekday
1,1,1,Astoria,Cranberry Scone,Bakery,Scone,2023-04-07,Fri,Apr,7,202304,2023,15,3,3.25,1,1,Afternoon,Weekday
1,1,1,Hell's Kitchen,Serenity Green Tea Lg,Tea,Brewed Green tea,2023-04-07,Fri,Apr,7,202304,2023,17,3,3.00,1,1,Evening,Weekday
2,1,1,Hell's Kitchen,Lemon Grass Rg,Tea,Brewed herbal tea,2023-04-07,Fri,Apr,7,202304,2023,18,8,7.50,3,2,Evening,Weekday
1,1,1,Astoria,Brazilian Lg,Coffee,Organic brewed coffee,2023-04-07,Fri,Apr,7,202304,2023,19,4,3.50,1,1,Evening,Weekday
1,1,1,Hell's Kitchen,Chocolate Croissant,Bakery,Pastry,2023-04-07,Fri,Apr,7,202304,2023,20,4,3.75,1,1,Night,Weekday
1,1,1,Hell's Kitchen,Peppermint,Loose Tea,Herbal tea,2023-04-08,Sat,Apr,8,202304,2023,10,9,8.95,1,1,Morning,Weekend
3,1,1,Lower Manhattan,Jumbo Savory Scone,Bakery,Scone,2023-04-08,Sat,Apr,8,202304,2023,10,11,11.25,3,3,Morning,Weekend
1,1,1,Lower Manhattan,Ginger Scone,Bakery,Scone,2023-04-08,Sat,Apr,8,202304,2023,10,3,3.25,1,1,Morning,Weekend
1,1,1,Lower Manhattan,Latte Rg,Coffee,Barista Espresso,2023-04-08,Sat,Apr,8,202304,2023,11,4,4.25,1,1,Morning,Weekend
1,1,1,Hell's Kitchen,Ethiopia Sm,Coffee,Gourmet brewed coffee,2023-04-08,Sat,Apr,8,202304,2023,12,2,2.20,1,1,Afternoon,Weekend
2,1,1,Astoria,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,2023-04-08,Sat,Apr,8,202304,2023,12,9,9.00,2,2,Afternoon,Weekend
1,1,1,Hell's Kitchen,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,2023-04-08,Sat,Apr,8,202304,2023,14,5,4.75,1,1,Afternoon,Weekend
1,1,1,Astoria,Latte Rg,Coffee,Barista Espresso,2023-04-07,Fri,Apr,7,202304,2023,19,9,8.50,2,1,Evening,Weekday
2,1,1,Lower Manhattan,Lemon Grass Lg,Tea,Brewed herbal tea,2023-04-09,Sun,Apr,9,202304,2023,7,9,9.00,3,2,Morning,Weekend
2,1,1,Hell's Kitchen,Chocolate Croissant,Bakery,Pastry,2023-04-09,Sun,Apr,9,202304,2023,8,8,7.50,2,2,Morning,Weekend
1,1,1,Astoria,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,2023-04-09,Sun,Apr,9,202304,2023,9,3,3.10,1,1,Morning,Weekend
1,1,1,Hell's Kitchen,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,2023-04-09,Sun,Apr,9,202304,2023,11,5,5.00,2,1,Morning,Weekend
1,1,1,Astoria,Traditional Blend Chai Lg,Tea,Brewed Chai tea,2023-04-09,Sun,Apr,9,202304,2023,12,6,6.00,2,1,Afternoon,Weekend
2,1,1,Hell's Kitchen,Our Old Time Diner Blend Rg,Coffee,Drip coffee,2023-04-09,Sun,Apr,9,202304,2023,16,8,7.50,3,2,Evening,Weekend
1,1,1,Astoria,Peppermint Lg,Tea,Brewed herbal tea,2023-04-10,Mon,Apr,10,202304,2023,7,6,6.00,2,1,Morning,Weekday
1,1,1,Astoria,Ethiopia Sm,Coffee,Gourmet brewed coffee,2023-04-10,Mon,Apr,10,202304,2023,8,2,2.20,1,1,Morning,Weekday
3,1,1,Lower Manhattan,Earl Grey Rg,Tea,Brewed Black tea,2023-04-10,Mon,Apr,10,202304,2023,8,13,12.50,5,3,Morning,Weekday
1,1,1,Hell's Kitchen,Serenity Green Tea Rg,Tea,Brewed Green tea,2023-04-10,Mon,Apr,10,202304,2023,8,3,2.50,1,1,Morning,Weekday
1,1,1,Lower Manhattan,Morning Sunrise Chai Lg,Tea,Brewed Chai tea,2023-04-10,Mon,Apr,10,202304,2023,9,4,4.00,1,1,Morning,Weekday
2,1,1,Astoria,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,2023-04-10,Mon,Apr,10,202304,2023,10,10,10.20,4,2,Morning,Weekday
1,1,1,Lower Manhattan,Serenity Green Tea Lg,Tea,Brewed Green tea,2023-04-10,Mon,Apr,10,202304,2023,16,3,3.00,1,1,Evening,Weekday
2,1,1,Astoria,Latte Rg,Coffee,Barista Espresso,2023-04-10,Mon,Apr,10,202304,2023,16,13,12.75,3,2,Evening,Weekday
2,1,1,Hell's Kitchen,Traditional Blend Chai Lg,Tea,Brewed Chai tea,2023-04-11,Tue,Apr,11,202304,2023,7,9,9.00,3,2,Morning,Weekday
1,1,1,Astoria,Latte,Coffee,Barista Espresso,2023-04-11,Tue,Apr,11,202304,2023,7,8,7.50,2,1,Morning,Weekday
1,1,1,Hell's Kitchen,I Need My Bean! T-shirt,Branded,Clothing,2023-04-11,Tue,Apr,11,202304,2023,8,28,28.00,1,1,Morning,Weekday
1,1,1,Lower Manhattan,Ethiopia Rg,Coffee,Gourmet brewed coffee,2023-04-11,Tue,Apr,11,202304,2023,11,6,6.00,2,1,Morning,Weekday
1,1,1,Astoria,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,2023-04-11,Tue,Apr,11,202304,2023,13,8,7.50,2,1,Afternoon,Weekday
1,1,1,Lower Manhattan,Cranberry Scone,Bakery,Scone,2023-04-11,Tue,Apr,11,202304,2023,13,3,3.25,1,1,Afternoon,Weekday
1,1,1,Hell's Kitchen,Oatmeal Scone,Bakery,Scone,2023-04-11,Tue,Apr,11,202304,2023,14,3,3.00,1,1,Afternoon,Weekday
1,1,1,Lower Manhattan,Hazelnut syrup,Flavours,Regular syrup,2023-04-11,Tue,Apr,11,202304,2023,14,2,2.40,3,1,Afternoon,Weekday
1,1,1,Astoria,Peppermint Rg,Tea,Brewed herbal tea,2023-04-11,Tue,Apr,11,202304,2023,15,5,5.00,2,1,Afternoon,Weekday
1,1,1,Astoria,Brazilian Sm,Coffee,Organic brewed coffee,2023-04-11,Tue,Apr,11,202304,2023,16,2,2.20,1,1,Evening,Weekday
1,1,1,Astoria,English Breakfast Lg,Tea,Brewed Black tea,2023-04-11,Tue,Apr,11,202304,2023,19,3,3.00,1,1,Evening,Weekday
1,1,1,Hell's Kitchen,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,2023-04-12,Wed,Apr,12,202304,2023,8,4,3.75,1,1,Morning,Weekday
1,1,1,Astoria,Our Old Time Diner Blend Lg,Coffee,Drip coffee,2023-04-12,Wed,Apr,12,202304,2023,9,6,6.00,2,1,Morning,Weekday
1,1,1,Hell's Kitchen,Cappuccino Lg,Coffee,Barista Espresso,2023-04-12,Wed,Apr,12,202304,2023,9,4,4.25,1,1,Morning,Weekday
1,1,1,Lower Manhattan,Jumbo Savory Scone,Bakery,Scone,2023-04-12,Wed,Apr,12,202304,2023,10,4,3.75,1,1,Morning,Weekday
2,1,1,Hell's Kitchen,Chocolate syrup,Flavours,Regular syrup,2023-04-12,Wed,Apr,12,202304,2023,11,2,2.40,3,2,Morning,Weekday
1,1,1,Astoria,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,2023-04-13,Thu,Apr,13,202304,2023,8,3,3.10,1,1,Morning,Weekday
1,1,1,Hell's Kitchen,Morning Sunrise Chai Lg,Tea,Brewed Chai tea,2023-04-13,Thu,Apr,13,202304,2023,8,8,8.00,2,1,Morning,Weekday
1,1,1,Astoria,English Breakfast Rg,Tea,Brewed Black tea,2023-04-13,Thu,Apr,13,202304,2023,9,5,5.00,2,1,Morning,Weekday
2,1,1,Hell's Kitchen,Our Old Time Diner Blend Lg,Coffee,Drip coffee,2023-04-13,Thu,Apr,13,202304,2023,10,12,12.00,4,2,Morning,Weekday
1,1,1,Astoria,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,2023-04-13,Thu,Apr,13,202304,2023,10,5,4.90,2,1,Morning,Weekday
2,1,1,Lower Manhattan,Scottish Cream Scone ,Bakery,Scone,2023-04-13,Thu,Apr,13,202304,2023,12,9,9.00,2,2,Afternoon,Weekday
1,1,1,Hell's Kitchen,Lemon Grass Rg,Tea,Brewed herbal tea,2023-04-13,Thu,Apr,13,202304,2023,12,5,5.00,2,1,Afternoon,Weekday
2,1,1,Hell's Kitchen,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,2023-04-13,Thu,Apr,13,202304,2023,12,10,10.00,4,2,Afternoon,Weekday
1,1,1,Hell's Kitchen,Jumbo Savory Scone,Bakery,Scone,2023-04-13,Thu,Apr,13,202304,2023,13,4,3.75,1,1,Afternoon,Weekday
1,1,1,Hell's Kitchen,Cranberry Scone,Bakery,Scone,2023-02-28,Tue,Feb,28,202302,2023,18,3,3.25,1,1,Evening,Weekday
1,1,1,Astoria,Chocolate Chip Biscotti,Bakery,Biscotti,2023-03-02,Thu,Mar,2,202303,2023,16,4,3.50,1,1,Evening,Weekday
2,1,1,Astoria,Ethiopia Sm,Coffee,Gourmet brewed coffee,2023-03-03,Fri,Mar,3,202303,2023,17,4,4.40,2,2,Evening,Weekday
2,1,1,Lower Manhattan,Lemon Grass Lg,Tea,Brewed herbal tea,2023-03-03,Fri,Mar,3,202303,2023,18,6,6.00,2,2,Evening,Weekday
1,1,1,Hell's Kitchen,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,2023-03-05,Sun,Mar,5,202303,2023,17,6,6.00,2,1,Evening,Weekend
3,1,1,Hell's Kitchen,Chocolate Croissant,Bakery,Pastry,2023-03-07,Tue,Mar,7,202303,2023,10,11,11.25,3,3,Morning,Weekday
1,1,1,Lower Manhattan,Morning Sunrise Chai Lg,Tea,Brewed Chai tea,2023-03-08,Wed,Mar,8,202303,2023,7,8,8.00,2,1,Morning,Weekday
3,1,1,Astoria,English Breakfast Lg,Tea,Brewed Black tea,2023-03-09,Thu,Mar,9,202303,2023,10,12,12.00,4,3,Morning,Weekday
1,1,1,Astoria,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,2023-03-09,Thu,Mar,9,202303,2023,17,5,4.75,1,1,Evening,Weekday
1,1,1,Astoria,Serenity Green Tea Rg,Tea,Brewed Green tea,2023-03-09,Thu,Mar,9,202303,2023,19,3,2.50,1,1,Evening,Weekday
1,1,1,Astoria,Carmel syrup,Flavours,Regular syrup,2023-03-12,Sun,Mar,12,202303,2023,7,1,0.80,1,1,Morning,Weekend
1,1,1,Astoria,Chocolate syrup,Flavours,Regular syrup,2023-03-12,Sun,Mar,12,202303,2023,17,1,0.80,1,1,Evening,Weekend
1,1,1,Hell's Kitchen,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,2023-03-12,Sun,Mar,12,202303,2023,19,2,2.00,1,1,Evening,Weekend
2,1,1,Astoria,Morning Sunrise Chai Lg,Tea,Brewed Chai tea,2023-03-13,Mon,Mar,13,202303,2023,7,16,16.00,4,2,Morning,Weekday
1,1,1,Hell's Kitchen,Brazilian Sm,Coffee,Organic brewed coffee,2023-03-14,Tue,Mar,14,202303,2023,19,2,2.20,1,1,Evening,Weekday
1,1,1,Lower Manhattan,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,2023-03-15,Wed,Mar,15,202303,2023,7,8,7.50,2,1,Morning,Weekday
3,1,1,Astoria,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,2023-03-15,Wed,Mar,15,202303,2023,8,14,13.50,3,3,Morning,Weekday
1,1,1,Hell's Kitchen,Traditional Blend Chai Lg,Tea,Brewed Chai tea,2023-03-15,Wed,Mar,15,202303,2023,9,6,6.00,2,1,Morning,Weekday
1,1,1,Lower Manhattan,Scottish Cream Scone ,Bakery,Scone,2023-03-17,Fri,Mar,17,202303,2023,7,5,4.50,1,1,Morning,Weekday
1,1,1,Hell's Kitchen,English Breakfast Rg,Tea,Brewed Black tea,2023-03-17,Fri,Mar,17,202303,2023,9,3,2.50,1,1,Morning,Weekday
2,1,1,Astoria,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,2023-03-17,Fri,Mar,17,202303,2023,10,10,10.00,4,2,Morning,Weekday
1,1,1,Astoria,Chocolate Chip Biscotti,Bakery,Biscotti,2023-03-17,Fri,Mar,17,202303,2023,19,4,3.50,1,1,Evening,Weekday
1,1,1,Lower Manhattan,Traditional Blend Chai Lg,Tea,Brewed Chai tea,2023-03-18,Sat,Mar,18,202303,2023,7,6,6.00,2,1,Morning,Weekend
1,1,1,Astoria,Ginger Biscotti,Bakery,Biscotti,2023-03-18,Sat,Mar,18,202303,2023,8,4,3.50,1,1,Morning,Weekend
1,1,1,Lower Manhattan,Lemon Grass,Loose Tea,Herbal tea,2023-03-18,Sat,Mar,18,202303,2023,10,9,8.95,1,1,Morning,Weekend
1,1,1,Astoria,Ginger Biscotti,Bakery,Biscotti,2023-03-18,Sat,Mar,18,202303,2023,17,4,3.50,1,1,Evening,Weekend
1,1,1,Astoria,Earl Grey Lg,Tea,Brewed Black tea,2023-03-19,Sun,Mar,19,202303,2023,7,6,6.00,2,1,Morning,Weekend
2,1,1,Astoria,Ethiopia Lg,Coffee,Gourmet brewed coffee,2023-03-20,Mon,Mar,20,202303,2023,8,7,7.00,2,2,Morning,Weekday
1,1,1,Lower Manhattan,Our Old Time Diner Blend Sm,Coffee,Drip coffee,2023-03-20,Mon,Mar,20,202303,2023,15,4,4.00,2,1,Afternoon,Weekday
1,1,1,Hell's Kitchen,Brazilian Lg,Coffee,Organic brewed coffee,2023-03-20,Mon,Mar,20,202303,2023,18,7,7.00,2,1,Evening,Weekday
1,1,1,Lower Manhattan,Carmel syrup,Flavours,Regular syrup,2023-03-21,Tue,Mar,21,202303,2023,10,1,0.80,1,1,Morning,Weekday
1,1,1,Hell's Kitchen,Brazilian Rg,Coffee,Organic brewed coffee,2023-03-23,Thu,Mar,23,202303,2023,17,6,6.00,2,1,Evening,Weekday
1,1,1,Hell's Kitchen,Cappuccino Lg,Coffee,Barista Espresso,2023-03-23,Thu,Mar,23,202303,2023,18,4,4.25,1,1,Evening,Weekday
1,1,1,Hell's Kitchen,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,2023-03-24,Fri,Mar,24,202303,2023,7,8,7.50,2,1,Morning,Weekday
1,1,1,Lower Manhattan,Latte,Coffee,Barista Espresso,2023-03-24,Fri,Mar,24,202303,2023,7,11,11.25,3,1,Morning,Weekday
2,1,1,Hell's Kitchen,Serenity Green Tea Lg,Tea,Brewed Green tea,2023-03-24,Fri,Mar,24,202303,2023,8,9,9.00,3,2,Morning,Weekday
1,1,1,Lower Manhattan,Cappuccino,Coffee,Barista Espresso,2023-03-24,Fri,Mar,24,202303,2023,8,4,3.75,1,1,Morning,Weekday
2,1,1,Astoria,Latte,Coffee,Barista Espresso,2023-03-24,Fri,Mar,24,202303,2023,13,15,15.00,4,2,Afternoon,Weekday
2,1,1,Hell's Kitchen,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,2023-03-24,Fri,Mar,24,202303,2023,18,4,4.00,2,2,Evening,Weekday
1,1,1,Astoria,Latte,Coffee,Barista Espresso,2023-03-25,Sat,Mar,25,202303,2023,8,8,7.50,2,1,Morning,Weekend
2,1,1,Hell's Kitchen,Ginger Biscotti,Bakery,Biscotti,2023-03-25,Sat,Mar,25,202303,2023,9,7,7.00,2,2,Morning,Weekend
1,1,1,Hell's Kitchen,Traditional Blend Chai Lg,Tea,Brewed Chai tea,2023-03-25,Sat,Mar,25,202303,2023,10,3,3.00,1,1,Morning,Weekend
1,1,1,Hell's Kitchen,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,2023-03-26,Sun,Mar,26,202303,2023,8,4,4.00,2,1,Morning,Weekend
1,1,1,Astoria,Traditional Blend Chai Rg,Tea,Brewed Chai tea,2023-03-26,Sun,Mar,26,202303,2023,8,3,2.50,1,1,Morning,Weekend
1,1,1,Astoria,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,2023-03-27,Mon,Mar,27,202303,2023,9,3,3.10,1,1,Morning,Weekday
1,1,1,Hell's Kitchen,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,2023-03-27,Mon,Mar,27,202303,2023,13,5,5.10,2,1,Afternoon,Weekday
1,1,1,Lower Manhattan,Latte Rg,Coffee,Barista Espresso,2023-03-27,Mon,Mar,27,202303,2023,15,13,12.75,3,1,Afternoon,Weekday
1,1,1,Hell's Kitchen,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,2023-03-27,Mon,Mar,27,202303,2023,15,5,5.10,2,1,Afternoon,Weekday
1,1,1,Hell's Kitchen,Serenity Green Tea Rg,Tea,Brewed Green tea,2023-03-28,Tue,Mar,28,202303,2023,8,3,2.50,1,1,Morning,Weekday
1,1,1,Astoria,Almond Croissant,Bakery,Pastry,2023-03-28,Tue,Mar,28,202303,2023,19,4,3.75,1,1,Evening,Weekday
1,1,1,Astoria,Chocolate syrup,Flavours,Regular syrup,2023-03-30,Thu,Mar,30,202303,2023,7,1,0.80,1,1,Morning,Weekday
2,1,1,Hell's Kitchen,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,2023-03-30,Thu,Mar,30,202303,2023,10,12,12.00,4,2,Morning,Weekday
1,1,1,Lower Manhattan,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,2023-04-01,Sat,Apr,1,202304,2023,7,9,9.00,2,1,Morning,Weekend
2,1,1,Lower Manhattan,Peppermint Rg,Tea,Brewed herbal tea,2023-04-02,Sun,Apr,2,202304,2023,15,8,7.50,3,2,Afternoon,Weekend
1,1,1,Astoria,Almond Croissant,Bakery,Pastry,2023-04-02,Sun,Apr,2,202304,2023,17,4,3.75,1,1,Evening,Weekend
2,1,1,Astoria,Cappuccino,Coffee,Barista Espresso,2023-04-02,Sun,Apr,2,202304,2023,19,15,15.00,4,2,Evening,Weekend
2,1,1,Lower Manhattan,Croissant,Bakery,Pastry,2023-04-03,Mon,Apr,3,202304,2023,10,7,7.00,2,2,Morning,Weekday
1,1,1,Lower Manhattan,English Breakfast Rg,Tea,Brewed Black tea,2023-04-03,Mon,Apr,3,202304,2023,11,3,2.50,1,1,Morning,Weekday
1,1,1,Lower Manhattan,Cappuccino Lg,Coffee,Barista Espresso,2023-04-03,Mon,Apr,3,202304,2023,12,9,8.50,2,1,Afternoon,Weekday
1,1,1,Lower Manhattan,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,2023-04-03,Mon,Apr,3,202304,2023,16,3,2.50,1,1,Evening,Weekday
1,1,1,Lower Manhattan,Scottish Cream Scone ,Bakery,Scone,2023-04-04,Tue,Apr,4,202304,2023,10,5,4.50,1,1,Morning,Weekday
3,1,1,Hell's Kitchen,Earl Grey Rg,Tea,Brewed Black tea,2023-04-04,Tue,Apr,4,202304,2023,12,10,10.00,4,3,Afternoon,Weekday
1,1,1,Lower Manhattan,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,2023-04-04,Tue,Apr,4,202304,2023,14,8,7.50,2,1,Afternoon,Weekday
1,1,1,Lower Manhattan,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,2023-04-04,Tue,Apr,4,202304,2023,17,3,3.00,1,1,Evening,Weekday
2,1,1,Astoria,Ethiopia Sm,Coffee,Gourmet brewed coffee,2023-04-05,Wed,Apr,5,202304,2023,13,7,6.60,3,2,Afternoon,Weekday
2,1,1,Astoria,Serenity Green Tea Rg,Tea,Brewed Green tea,2023-04-05,Wed,Apr,5,202304,2023,13,8,7.50,3,2,Afternoon,Weekday
3,1,1,Astoria,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,2023-04-05,Wed,Apr,5,202304,2023,15,15,15.00,4,3,Afternoon,Weekday
3,1,1,Hell's Kitchen,Almond Croissant,Bakery,Pastry,2023-04-06,Thu,Apr,6,202304,2023,11,11,11.25,3,3,Morning,Weekday
1,1,1,Astoria,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,2023-04-06,Thu,Apr,6,202304,2023,16,8,7.50,2,1,Evening,Weekday
1,1,1,Astoria,Jumbo Savory Scone,Bakery,Scone,2023-04-06,Thu,Apr,6,202304,2023,17,4,3.75,1,1,Evening,Weekday
1,1,1,Lower Manhattan,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,2023-04-07,Fri,Apr,7,202304,2023,7,5,5.10,2,1,Morning,Weekday
1,1,1,Astoria,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,2023-04-07,Fri,Apr,7,202304,2023,14,6,6.20,2,1,Afternoon,Weekday
1,1,1,Astoria,Chocolate Croissant,Bakery,Pastry,2023-04-07,Fri,Apr,7,202304,2023,14,4,3.75,1,1,Afternoon,Weekday
3,1,1,Astoria,Earl Grey Rg,Tea,Brewed Black tea,2023-04-07,Fri,Apr,7,202304,2023,18,13,12.50,5,3,Evening,Weekday
1,1,1,Lower Manhattan,Our Old Time Diner Blend Rg,Coffee,Drip coffee,2023-04-08,Sat,Apr,8,202304,2023,9,5,5.00,2,1,Morning,Weekend
1,1,1,Astoria,Ginger Biscotti,Bakery,Biscotti,2023-04-08,Sat,Apr,8,202304,2023,9,7,7.00,2,1,Morning,Weekend
1,1,1,Hell's Kitchen,Earl Grey Lg,Tea,Brewed Black tea,2023-04-08,Sat,Apr,8,202304,2023,10,3,3.00,1,1,Morning,Weekend
1,1,1,Lower Manhattan,Peppermint Rg,Tea,Brewed herbal tea,2023-04-08,Sat,Apr,8,202304,2023,17,3,2.50,1,1,Evening,Weekend
1,1,1,Hell's Kitchen,Cappuccino,Coffee,Barista Espresso,2023-04-08,Sat,Apr,8,202304,2023,19,8,7.50,2,1,Evening,Weekend
1,1,1,Hell's Kitchen,Serenity Green Tea Lg,Tea,Brewed Green tea,2023-04-09,Sun,Apr,9,202304,2023,10,6,6.00,2,1,Morning,Weekend
1,1,1,Lower Manhattan,Lemon Grass Rg,Tea,Brewed herbal tea,2023-04-09,Sun,Apr,9,202304,2023,12,5,5.00,2,1,Afternoon,Weekend
2,1,1,Lower Manhattan,Cappuccino Lg,Coffee,Barista Espresso,2023-04-09,Sun,Apr,9,202304,2023,12,9,8.50,2,2,Afternoon,Weekend
1,1,1,Astoria,Latte,Coffee,Barista Espresso,2023-04-09,Sun,Apr,9,202304,2023,12,8,7.50,2,1,Afternoon,Weekend
1,1,1,Hell's Kitchen,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,2023-04-09,Sun,Apr,9,202304,2023,15,10,9.50,2,1,Afternoon,Weekend
1,1,1,Hell's Kitchen,Traditional Blend Chai Rg,Tea,Brewed Chai tea,2023-04-10,Mon,Apr,10,202304,2023,6,3,2.50,1,1,Morning,Weekday
1,1,1,Astoria,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,2023-04-10,Mon,Apr,10,202304,2023,8,5,4.75,1,1,Morning,Weekday
